IDENT;NOPOSTE;SEXE;AGE;DIPLOME;STATUT;CONTRAT;TEMPS;HEURES;MOTIF_ABS;SALAIRE_NET;PRIME;ANCIENNETE;SECTEUR;REGION
08174563;1;1;27;6;2;1;1;44;;2 114,46;;5;RU;93
08174826;1;2;37;3;1;1;1;35;;2 235,48;;10;GZ;76
08175341;1;1;52;1;3;8;1;60;;0,00;;-1;MN;28
08178802;1;1;28;3;1;1;1;31;;3 981,99;;2;OQ;76
08182706;1;1;47;5;1;1;1;46;;4 787,60;859,19;6;OQ;84
08183114;1;1;43;1;1;1;1;23;;1 426,00;;1;BE;75
08184121;1;2;27;2;1;1;1;42;;4 095,34;999 999,00;6;OQ;44
08184947;1;1;48;6;2;2;1;48;;4 104,84;;4;FZ;75
08188628;1;2;64;1;1;1;1;33;;2 992,02;;0;OQ;76
08188764;1;2;49;4;1;1;2;13;;792,43;224,09;8;OQ;76
08189009;1;1;31;5;2;1;1;34;;1 951,11;486,97;9;RU;24
08189326;1;1;34;3;3;8;1;60;;0,00;;-1;HZ;84
08192011;1;1;41;3;3;8;9;50;;0,00;;-1;OQ;11
08194294;1;1;35;5;1;1;1;41;5;4 388,29;1 227,08;10;MN;27
08195686;1;2;64;3;1;2;1;32;;1 528,12;;14;MN;76
08197228;1;2;33;5;1;2;2;20;;767,68;;2;FZ;52
08198895;1;1;33;7;2;1;1;45;;2 522,27;;2;OQ;76
08199901;1;1;44;4;1;1;1;34;9;3 987,76;1 052,20;6;OQ;52
08200610;1;2;26;4;1;1;2;19;1;2 098,19;1 363,93;2;OQ;76
08200610;2;2;26;4;1;1;2;29;;755,80;3 076,91;10;GZ;11
08201175;1;2;64;4;1;2;1;40;;2 423,96;;1;OQ;52
08201503;1;2;49;1;1;1;1;32;;1 706,89;;4;GZ;84
08201559;1;2;56;5;2;1;1;40;;3 074,16;440,91;1;OQ;32
08202044;1;2;29;3;2;1;1;48;;2 354,37;999 999,00;13;OQ;84
08202155;1;2;23;4;1;1;1;60;;2 559,53;3 112,79;2;GZ;75
08202805;1;1;24;7;1;1;2;25;;2 211,89;;1;GZ;11
08203541;1;2;24;7;1;1;1;34;;999 999,00;312,22;8;OQ;75
08203655;1;2;59;4;1;1;1;44;;3 306,27;286,33;4;MN;76
08204660;1;2;31;3;1;2;2;13;;1 814,39;3 322,70;3;GZ;84
08205258;1;1;60;6;1;2;1;39;;2 888,51;;2;GZ;84
08206056;1;1;47;1;1;1;1;32;;1 731,97;1 332,96;2;BE;11
08208190;1;2;63;6;1;1;1;42;2;2 649,32;1 267,24;4;HZ;11
08209657;1;1;48;4;1;2;1;99;;1 258,71;;3;RU;32
08209657;2;1;48;4;1;2;2;17;;1 721,81;1 037,25;22;MN;84
08209721;1;1;35;3;1;1;2;20;;2 810,23;;19;BE;84
08210097;1;1;48;3;1;1;1;99;;2 572,28;734,41;1;GZ;75
08210276;1;1;36;3;2;1;1;46;;792,42;999 999,00;2;FZ;44
08214530;1;1;25;3;1;2;1;33;1;999 999,00;999 999,00;4;MN;27
08214839;1;2;30;5;2;1;1;28;4;1 916,00;999 999,00;0;JZ;44
08217456;1;2;42;3;1;1;2;26;;1 128,19;;10;FZ;84
08217668;1;1;35;5;1;2;1;33;;2 961,84;682,08;11;AZ;11
08217893;1;2;52;6;1;1;2;14;;3 190,76;;2;HZ;11
08218559;1;2;28;4;1;2;1;35;;2 706,94;;3;GZ;93
08219414;1;1;40;5;1;1;1;43;;2 936,76;;0;GZ;32
08220572;1;2;46;3;1;9;2;22;;1 831,05;;7;MN;11
08221866;1;2;38;4;1;1;1;33;;2 416,78;;3;FZ;24
08222638;1;1;29;3;2;1;1;60;;1 709,18;537,44;11;BE;76
08222657;1;1;22;7;3;8;1;58;;0,00;;-1;AZ;32
08224191;1;2;34;2;1;1;2;30;;1 122,56;;3;BE;28
08226768;1;1;45;5;1;1;1;42;;999 999,00;;4;OQ;84
08226771;1;1;61;1;1;1;1;40;;2 466,03;893,34;3;RU;24
08227046;1;2;36;3;3;8;1;59;;0,00;;-1;BE;44
08227887;1;1;44;7;1;1;1;43;;2 441,61;877,97;2;FZ;11
08228945;1;1;50;4;1;2;1;45;1;2 471,03;;13;OQ;44
08229156;1;2;49;7;1;2;1;48;;3 748,41;;2;OQ;11
08229873;1;1;29;4;2;1;1;36;;3 313,28;405,30;13;HZ;93
08231972;1;1;39;7;2;1;1;36;;2 288,74;;11;MN;75
08233543;1;1;28;7;1;1;1;34;;2 654,59;;6;BE;28
08235393;1;1;56;1;1;1;1;40;;2 860,89;;11;MN;75
08235846;1;1;42;6;1;1;1;36;;999 999,00;675,59;26;OQ;84
08235846;2;1;42;6;1;1;2;15;;1 592,76;999 999,00;8;OQ;52
08235947;1;2;54;9;1;1;1;39;;4 209,74;;8;GZ;11
08236941;1;2;59;5;3;8;1;55;;0,00;;-1;GZ;75
08239638;1;2;53;3;1;1;1;35;;4 445,08;439,13;5;HZ;75
08240112;1;2;35;5;1;1;1;38;2;2 307,31;;19;GZ;52
08241321;1;2;43;7;1;1;9;27;;1 955,23;999 999,00;2;BE;44
08241515;1;2;62;6;1;1;1;26;;10 000,00;5 928,63;3;GZ;76
08245328;1;1;58;4;1;1;1;34;;4 425,88;;0;BE;84
08245451;1;1;28;7;2;1;1;45;;2 526,99;;1;FZ;75
08245675;1;1;48;1;2;1;1;33;;1 684,16;2 568,41;11;BE;11
08246115;1;1;35;6;1;1;1;44;;2 471,88;908,59;1;GZ;93
08246511;1;1;43;9;1;1;1;35;;2 492,14;951,51;6;BE;11
08248326;1;1;38;1;2;1;1;45;;1 809,81;506,53;13;JZ;28
08248993;1;2;47;7;1;1;9;99;;3 472,18;1 312,49;3;OQ;75
08250061;1;1;67;6;1;1;1;38;;5 072,04;;1;MN;75
08253365;1;2;36;2;1;1;1;38;;1 308,95;;3;OQ;24
08255379;1;2;49;7;1;1;9;42;;4 581,79;1 876,17;9;GZ;11
08257791;1;1;48;4;2;1;9;60;1;4 191,46;494,77;7;OQ;11
08258615;1;2;21;5;1;1;1;60;;1 320,06;1 723,19;2;BE;53
08260914;1;1;58;4;2;3;1;54;;6 151,23;;6;HZ;28
08262870;1;2;56;4;2;1;2;99;;2 756,65;1 776,93;16;BE;93
08265425;1;1;55;4;1;1;1;37;;2 845,77;1 358,65;0;BE;44
08266660;1;2;37;3;1;1;9;14;;999 999,00;251,69;12;GZ;76
08269035;1;1;39;4;2;3;1;31;;2 541,07;;6;BE;28
08273059;1;2;16;2;3;8;1;49;;0,00;;-1;OQ;84
08273663;1;2;31;2;2;1;1;35;;1 381,94;;2;AZ;32
08273694;1;2;33;7;1;1;1;54;9;3 811,98;931,80;7;HZ;52
08273851;1;1;42;1;2;1;1;99;;2 995,94;482,80;17;RU;52
08275371;1;2;35;3;1;1;2;28;;999 999,00;;13;BE;32
08275559;1;2;71;3;1;1;1;38;;2 164,42;;7;OQ;27
08275902;1;2;27;3;1;1;1;35;;1 286,71;;10;BE;44
08278603;1;2;30;4;2;2;2;15;;1 437,33;;7;BE;11
08279701;1;1;38;5;1;1;1;31;;4 634,54;;11;MN;93
08279777;1;2;49;1;2;1;1;34;;2 330,43;850,17;22;MN;11
08279777;2;2;49;1;2;2;2;27;;1 525,89;;2;GZ;53
08280197;1;2;25;3;2;1;2;28;;1 310,16;;8;MN;84
08281494;1;2;41;3;1;1;1;31;;2 083,98;;10;GZ;11
08282591;1;1;49;4;2;1;2;22;;1 326,42;1 352,63;1;GZ;24
08283711;1;2;58;9;1;1;1;34;;2 020,73;1 504,65;2;GZ;75
08284805;1;2;55;4;3;8;1;44;5;0,00;;-1;JZ;76
08285031;1;1;26;3;1;1;1;33;;3 549,91;883,51;4;RU;32
08285602;1;2;55;7;1;1;2;16;;930,48;;0;FZ;32
08285983;1;2;44;7;2;1;1;52;;5 206,36;;3;GZ;93
08286651;1;1;44;7;1;1;1;32;;5 175,07;362,83;4;OQ;11
08288911;1;1;21;1;1;1;1;44;;1 872,23;1 447,07;5;GZ;28
08288962;1;1;40;3;2;2;1;34;;1 109,22;;2;GZ;11
08290069;1;2;38;3;3;8;9;48;;0,00;;-1;OQ;52
08290069;2;2;38;3;3;8;2;20;;0,00;;-1;BE;84
08290809;1;1;20;7;2;2;1;29;;3 766,44;2 422,35;4;GZ;28
08291478;1;2;36;6;1;1;1;32;1;4 146,62;882,74;8;HZ;84
08293600;1;2;62;5;2;1;1;48;;3 398,59;;2;FZ;28
08295608;1;1;24;3;1;1;1;39;;1 627,16;5 469,75;8;OQ;93
08296266;1;2;46;7;1;1;2;17;;4 995,26;1 615,98;0;OQ;32
08297225;1;2;38;3;1;3;1;39;;3 719,14;;5;FZ;11
08297225;2;2;38;3;1;1;1;39;;1 551,17;;1;BE;75
08297358;1;2;51;3;1;1;2;13;;2 617,42;;8;JZ;24
08300526;1;1;55;4;1;1;9;22;;4 339,70;1 283,63;12;BE;76
08300668;1;2;40;1;1;2;9;46;;2 504,18;;10;FZ;44
08303231;1;1;38;4;2;1;1;30;;3 703,86;;10;BE;52
08305172;1;1;54;4;1;1;1;43;1;1 281,88;226,72;1;OQ;84
08305353;1;2;36;3;3;8;1;59;;0,00;;-1;MN;84
08306320;1;1;43;1;1;1;1;41;;2 489,18;;10;FZ;24
08309483;1;1;33;7;1;2;9;39;;999 999,00;1 572,30;13;HZ;84
08309483;2;1;33;7;1;1;2;10;;2 373,36;264,13;9;MN;75
08310283;1;1;25;4;1;1;1;35;;2 273,04;673,21;2;GZ;76
08312198;1;1;51;3;2;1;1;42;9;999 999,00;2 107,59;6;AZ;44
08313201;1;1;40;6;3;8;1;60;;0,00;;-1;GZ;53
08313825;1;1;30;1;1;1;1;31;;3 883,45;170,66;14;BE;11
08314425;1;1;42;7;2;2;1;38;;2 702,36;2 050,80;6;OQ;44
08316701;1;2;36;7;1;1;1;28;;1 962,07;1 232,76;5;MN;11
08318053;1;2;49;6;2;2;2;8;1;1 949,87;282,52;2;OQ;52
08318486;1;2;47;5;2;2;1;40;;3 794,71;863,65;5;OQ;76
08318814;1;2;41;3;1;1;2;20;;999 999,00;778,14;2;OQ;27
08318814;2;2;41;3;1;1;2;8;;2 583,75;;13;OQ;32
08318908;1;1;64;4;3;8;1;60;;0,00;;-1;OQ;84
08320181;1;2;43;3;1;1;1;51;;2 190,15;812,73;4;OQ;44
08321534;1;1;24;4;2;1;1;49;;4 061,53;;2;BE;28
08322730;1;2;25;6;1;1;1;40;;3 251,07;754,92;6;FZ;52
08322865;1;1;66;1;1;1;1;36;;1 479,73;;2;JZ;75
08322922;1;1;48;5;2;1;1;44;1;2 413,32;967,80;5;OQ;11
08323043;1;1;32;6;1;1;1;37;;3 127,08;;1;OQ;75
08323549;1;2;50;6;1;1;1;44;;1 213,14;;4;GZ;52
08324165;1;1;60;7;3;8;9;55;;0,00;;-1;BE;32
08325535;1;1;64;4;2;1;1;36;;2 855,80;;2;BE;11
08325559;1;2;47;1;2;1;1;39;;999 999,00;;1;RU;84
08327201;1;2;40;5;1;1;1;44;;999 999,00;;4;BE;84
08329159;1;2;27;1;1;2;1;36;;2 663,34;612,54;5;OQ;75
08329197;1;1;54;4;1;1;1;45;;2 368,50;999 999,00;2;OQ;11
08329887;1;1;67;5;3;8;1;49;;0,00;;-1;BE;75
08331186;1;1;46;5;1;1;2;21;;1 812,36;;9;MN;11
08332432;1;2;30;3;1;2;1;36;;1 428,88;999 999,00;1;RU;44
08332432;2;2;30;3;1;1;2;8;;1 731,69;;10;BE;76
08336210;1;1;41;5;2;1;1;41;;2 273,96;;1;GZ;75
08337920;1;2;62;7;1;1;9;44;;2 455,73;;1;GZ;28
08339164;1;2;24;3;1;1;2;24;;729,86;1 920,46;3;GZ;28
08339252;1;2;23;1;1;1;1;44;;686,66;2 331,48;6;OQ;32
08339252;2;2;23;1;1;1;1;38;;1 487,69;453,66;2;GZ;93
08340873;1;1;59;7;2;1;1;36;99;10 000,00;;9;OQ;76
08340909;1;2;45;3;1;9;2;14;;1 847,25;2 790,23;5;RU;11
08341947;1;2;50;3;1;1;1;43;;2 477,29;;0;FZ;84
08342262;1;2;57;3;1;1;9;34;;3 821,91;;7;HZ;44
08342286;1;1;47;7;1;2;1;24;;3 464,11;486,26;11;MN;24
08342286;2;1;47;7;1;1;9;27;;6 030,26;392,81;21;HZ;76
08342862;1;2;25;7;1;1;2;25;;1 159,82;;2;OQ;84
08343825;1;1;38;5;1;1;1;37;;1 615,23;;0;JZ;76
08344916;1;2;27;5;1;1;1;34;;1 938,31;686,05;8;RU;93
08349505;1;2;46;4;1;1;1;39;;2 312,58;1 940,32;0;GZ;93
08350677;1;1;48;3;1;1;1;41;;3 244,30;;3;GZ;84
08351050;1;1;34;7;1;1;1;32;;2 329,20;177,17;5;GZ;84
08354307;1;1;27;7;1;1;1;41;;999 999,00;999 999,00;10;GZ;11
08354307;2;1;27;7;1;1;2;10;;2 387,45;1 048,88;1;BE;76
08355985;1;2;59;7;1;1;2;25;;1 973,37;;11;BE;11
08356467;1;2;20;6;1;1;2;22;;863,76;;4;GZ;76
08356777;1;1;58;3;1;1;1;42;;8 884,74;450,99;12;OQ;52
08357547;1;2;64;3;1;1;1;36;;2 427,80;18 218,57;8;JZ;11
08358417;1;1;34;6;1;1;1;26;;2 672,62;;8;AZ;84
08358826;1;1;45;3;2;1;1;39;;2 243,96;;22;GZ;11
08359493;1;1;20;4;2;1;1;24;;993,46;2 991,88;4;OQ;53
08359767;1;1;15;2;1;1;1;46;5;1 818,73;;0;RU;75
08361240;1;2;43;5;1;9;1;44;;4 977,05;439,84;24;OQ;84
08364286;1;2;34;1;1;1;2;27;1;523,38;999 999,00;0;OQ;11
08364487;1;2;36;1;2;1;1;35;;2 910,26;599,35;14;OQ;75
08365015;1;2;48;5;1;1;1;45;;2 635,37;;8;FZ;24
08366015;1;2;27;7;1;1;1;27;;3 735,07;999 999,00;11;MN;27
08366237;1;1;51;5;1;1;1;29;;3 721,91;864,70;14;RU;93
08368917;1;1;47;6;1;1;1;33;;10 000,00;2 236,51;3;RU;52
08368956;1;2;23;2;1;1;1;28;;1 388,18;;7;MN;93
08370489;1;2;23;3;2;1;1;47;;2 272,87;;7;BE;52
08371049;1;1;23;2;2;2;2;10;;951,84;;7;OQ;93
08371750;1;1;62;1;2;1;1;37;;1 821,07;2 110,48;3;OQ;27
08372794;1;1;40;5;1;1;1;32;;3 498,19;;2;OQ;75
08375157;1;1;60;9;1;1;1;50;;2 839,90;;14;GZ;11
08375500;1;2;54;3;1;1;2;99;;2 038,24;;4;RU;76
08377119;1;1;25;6;2;1;1;26;;3 772,54;2 292,92;9;BE;44
08378079;1;2;29;3;1;1;1;40;;2 531,89;;8;FZ;75
08378129;1;1;38;3;1;1;1;40;;2 249,53;;7;MN;11
08378129;2;1;38;3;1;1;2;10;;1 197,45;910,82;8;GZ;11
08378619;1;2;56;1;1;1;2;20;;650,41;480,42;5;GZ;27
08378619;2;2;56;1;1;1;2;11;;1 625,98;1 208,15;0;MN;93
08379288;1;2;74;3;1;9;1;41;;2 162,90;;27;BE;28
08381166;1;2;64;7;1;1;2;15;1;1 357,60;;1;OQ;84
08382691;1;2;45;5;1;1;1;34;;2 039,54;1 393,65;5;GZ;76
08383134;1;1;34;3;1;1;1;34;;1 702,36;;3;BE;84
08383977;1;1;38;3;2;1;2;11;;2 004,84;1 327,59;17;OQ;75
08384117;1;2;44;4;1;1;1;43;;2 065,23;999 999,00;13;OQ;44
08386593;1;1;41;3;3;8;1;40;;0,00;;-1;OQ;11
08387377;1;2;39;4;1;2;1;35;;4 052,83;;18;BE;84
08387534;1;2;29;9;1;1;2;27;;1 402,31;;0;OQ;27
08387852;1;1;32;4;1;1;1;30;;1 821,83;1 408,70;16;GZ;11
08394110;1;1;25;4;2;1;1;31;;1 990,87;1 536,37;9;OQ;11
08395188;1;1;37;3;1;3;1;37;;999 999,00;;9;BE;93
08396221;1;1;31;5;3;8;1;51;;0,00;;-1;BE;11
08398089;1;1;23;4;1;1;1;44;;999 999,00;;3;BE;84
08398089;2;1;23;4;1;1;2;8;;1 868,08;234,32;3;AZ;84
08398370;1;2;39;5;1;1;1;57;;1 779,96;;7;MN;11
08398370;2;2;39;5;1;1;2;99;;1 394,21;5 462,98;23;OQ;84
08398416;1;1;19;4;1;1;1;20;;1 315,52;979,46;1;MN;93
08399699;1;2;64;3;1;1;2;20;;1 302,56;296,39;9;OQ;52
08399943;1;2;48;3;1;1;2;8;;1 482,11;1 614,60;4;HZ;44
08400377;1;2;49;4;1;1;1;35;;3 140,93;5 841,00;5;OQ;44
08401689;1;2;25;5;1;1;1;43;;2 220,06;;9;GZ;52
08402111;1;2;45;4;2;1;1;35;;4 091,41;;5;OQ;84
08405741;1;2;44;1;1;2;1;49;;1 608,16;;13;OQ;76
08405882;1;1;28;6;3;8;2;35;;0,00;;-1;FZ;32
08405882;2;1;28;6;3;8;2;49;;0,00;;-1;MN;75
08406967;1;1;28;4;1;1;1;42;;1 936,05;999 999,00;12;OQ;32
08410821;1;1;33;7;1;1;1;40;;6 302,27;;9;GZ;76
08414428;1;1;57;6;3;8;1;52;;0,00;;-1;JZ;32
08415721;1;1;63;3;1;1;1;44;;2 061,85;410,76;5;OQ;32
08416195;1;2;34;3;1;2;1;37;;2 195,17;723,98;0;GZ;53
08416339;1;1;56;3;2;2;1;36;;3 973,60;1 352,93;5;RU;53
08417425;1;1;62;6;1;1;1;21;;5 891,34;;1;OQ;84
08420742;1;2;52;6;1;1;1;46;;2 781,68;262,43;0;MN;28
08420912;1;1;51;3;1;1;1;45;;1 652,05;;15;OQ;84
08421863;1;1;21;1;1;1;1;38;;1 817,67;;5;OQ;11
08422175;1;1;29;4;1;1;1;51;;2 573,79;;13;BE;27
08422175;2;1;29;4;1;2;1;53;5;2 098,68;820,29;1;OQ;44
08422613;1;1;21;7;1;1;1;51;;4 478,79;401,65;5;FZ;75
08422878;1;1;39;6;2;1;1;49;;999 999,00;;5;GZ;76
08423307;1;1;54;3;1;1;1;40;;3 217,45;1 118,22;5;OQ;24
08425632;1;1;44;3;3;8;1;60;3;0,00;;-1;BE;84
08426531;1;1;37;7;1;1;9;42;;999 999,00;;1;GZ;32
08426854;1;1;58;2;1;1;1;34;;3 176,82;612,76;16;FZ;52
08426854;2;1;58;2;1;1;2;17;;999 999,00;824,61;8;OQ;84
08426960;1;2;37;7;1;1;1;30;;3 798,89;;3;GZ;93
08428701;1;1;29;7;1;1;9;30;;2 767,66;338,22;1;MN;76
08428807;1;2;46;7;1;1;1;35;;3 226,98;1 076,28;6;OQ;53
08430163;1;1;36;4;1;1;1;42;;1 816,66;1 461,61;1;OQ;93
08431092;1;2;50;3;1;1;2;17;;999 999,00;994,39;8;OQ;11
08431157;1;1;32;4;1;1;1;28;;3 313,91;3 011,77;12;GZ;28
08431161;1;2;48;3;1;2;1;41;;2 538,28;1 238,65;10;RU;44
08431901;1;1;46;1;1;1;1;38;;1 704,72;;5;OQ;75
08432081;1;1;38;5;3;8;1;47;;0,00;;-1;MN;76
08432497;1;2;52;5;1;1;1;22;;999 999,00;1 969,47;15;BE;44
08436275;1;2;45;5;2;1;2;99;;1 951,68;1 292,02;2;GZ;11
08437295;1;2;53;3;3;8;1;44;;0,00;;-1;GZ;84
08437684;1;1;25;5;2;1;1;34;;2 251,41;3 622,87;1;BE;44
08437807;1;2;25;4;2;2;1;32;1;2 672,37;2 022,10;3;GZ;28
08440358;1;1;27;4;1;1;1;32;;3 110,89;4 806,66;4;HZ;84
08440561;1;1;33;6;1;1;1;31;;2 528,65;416,33;17;OQ;44
08440649;1;1;30;3;1;2;1;41;;1 928,61;;4;OQ;44
08441453;1;2;47;4;2;1;9;20;;2 024,36;365,63;1;OQ;28
08441814;1;1;34;7;1;1;1;30;2;2 319,57;300,53;17;MN;44
08443150;1;1;60;1;1;1;1;99;;3 585,17;169,77;18;GZ;53
08443576;1;1;59;3;2;1;1;43;;7 170,91;2 437,61;3;OQ;75
08444696;1;2;31;5;2;1;9;37;;4 271,09;411,93;4;BE;27
08445266;1;1;19;5;1;2;1;42;;2 249,76;;3;GZ;75
08445266;2;1;19;5;1;1;2;8;;1 780,79;;3;JZ;76
08446858;1;1;47;3;1;1;1;35;;3 029,90;;1;AZ;75
08448051;1;2;37;1;2;1;1;43;;2 292,60;337,50;18;BE;84
08448269;1;2;38;3;1;1;1;48;;2 933,99;;7;OQ;75
08449041;1;1;32;7;1;1;1;40;;3 247,77;;2;RU;84
08450412;1;1;48;7;1;1;9;14;;2 340,98;254,70;32;OQ;24
08451318;1;2;60;3;1;2;1;30;;2 318,81;623,81;1;OQ;11
08454086;1;1;39;5;1;1;1;60;;4 756,72;;13;OQ;76
08454751;1;1;61;1;1;1;1;39;;3 769,81;;5;GZ;11
08454816;1;1;24;6;1;1;1;37;;2 474,05;1 325,65;8;GZ;93
08455334;1;2;49;1;1;9;2;14;;1 299,66;1 548,50;2;GZ;11
08455334;2;2;49;1;1;1;2;30;;1 376,35;;0;BE;44
08455917;1;2;27;1;2;1;1;30;;1 019,39;239,23;0;OQ;27
08457649;1;2;44;5;2;2;2;20;;1 415,75;866,74;1;BE;93
08457649;2;2;44;5;2;2;2;28;;1 615,16;266,27;12;OQ;28
08459664;1;2;23;4;3;8;1;59;;0,00;;-1;OQ;28
08462693;1;2;54;4;2;1;2;24;;3 183,67;;9;GZ;75
08462693;2;2;54;4;2;1;2;22;;2 295,61;1 706,81;0;JZ;84
08466109;1;1;16;5;1;1;1;33;;3 087,98;;0;OQ;53
08466507;1;2;54;7;2;1;1;33;2;3 100,75;621,99;2;FZ;84
08466829;1;1;35;1;3;8;1;57;;0,00;;-1;OQ;76
08466829;2;1;35;1;3;8;1;60;;0,00;;-1;GZ;84
08467709;1;1;50;6;1;1;1;31;;2 140,64;1 770,91;2;OQ;75
08467899;1;2;41;4;1;1;1;28;;2 659,41;657,11;1;GZ;93
08467925;1;1;48;7;1;1;1;46;;4 096,76;;4;OQ;84
08467925;2;1;48;7;1;1;2;29;;1 967,47;1 219,25;1;MN;84
08468113;1;1;50;4;1;1;1;32;;1 759,36;;5;JZ;11
08468614;1;1;44;1;1;1;1;36;5;2 355,95;657,92;10;OQ;52
08469903;1;2;40;5;1;1;1;28;2;1 543,87;1 831,17;7;RU;93
08470110;1;2;42;1;1;1;1;41;;2 616,93;;13;GZ;32
08470458;1;2;64;3;1;1;1;41;;2 213,36;1 384,60;5;MN;44
08470770;1;1;60;5;2;1;1;43;1;2 859,85;;6;HZ;52
08474035;1;2;35;1;2;1;2;14;;1 394,29;;19;MN;27
08474035;2;2;35;1;2;1;2;27;4;538,99;1 470,20;3;BE;27
08475630;1;2;48;6;1;2;1;38;1;3 663,48;;19;OQ;75
08475630;2;2;48;6;1;1;1;40;;3 375,47;;2;GZ;44
08475869;1;1;37;5;3;8;1;55;;0,00;;-1;MN;53
08476130;1;2;42;2;1;1;1;30;;1 862,78;759,90;2;OQ;11
08477248;1;2;63;5;1;1;9;46;;4 825,02;1 373,27;1;OQ;84
08478578;1;2;33;4;1;1;1;44;;3 785,29;;17;OQ;44
08480459;1;2;35;4;1;1;2;28;;2 377,09;663,53;4;HZ;75
08484871;1;1;52;7;1;1;1;47;;3 130,63;898,16;4;MN;84
08484945;1;2;63;4;1;1;1;32;;3 016,17;1 876,87;6;BE;93
08487538;1;1;58;5;1;1;9;35;;999 999,00;865,37;2;HZ;84
08487843;1;1;45;1;3;8;1;60;;0,00;;-1;HZ;28
08488244;1;1;42;7;1;1;1;36;;4 692,09;;14;OQ;28
08488788;1;2;35;7;1;1;2;18;;999 999,00;;2;GZ;11
08488788;2;2;35;7;1;3;2;21;;3 006,92;913,26;2;MN;53
08489602;1;2;55;1;2;1;1;32;;1 754,98;1 400,64;4;OQ;24
08489846;1;1;49;5;2;1;1;33;;3 385,40;996,47;2;AZ;52
08490207;1;1;30;1;2;1;1;37;;1 659,86;;4;OQ;44
08490207;2;1;30;1;2;1;2;21;;1 243,69;;3;HZ;32
08490891;1;2;42;3;2;1;1;60;;2 582,57;995,29;4;RU;93
08492058;1;2;39;6;2;1;1;40;;10 000,00;433,94;2;MN;44
08494060;1;1;18;6;3;8;1;59;;0,00;;-1;GZ;11
08494383;1;2;47;5;1;1;1;37;;2 520,23;1 658,70;10;GZ;11
08494383;2;2;47;5;1;1;2;18;;2 083,00;;6;GZ;27
08496896;1;1;53;1;3;8;1;50;;0,00;;-1;OQ;44
08497026;1;2;59;4;1;1;1;49;;999 999,00;703,89;7;OQ;76
08497379;1;1;26;6;1;1;1;42;;1 694,55;;10;OQ;76
08498800;1;2;27;2;2;1;1;34;;1 449,92;146,09;11;BE;84
08499308;1;2;27;6;1;1;1;37;;1 859,27;999 999,00;7;BE;75
08499701;1;1;40;4;2;1;1;40;;3 823,40;1 555,30;8;OQ;32
08500986;1;1;43;7;1;1;1;39;;999 999,00;;10;MN;44
08501021;1;2;50;7;1;1;1;42;;2 217,82;999 999,00;3;BE;75
08502350;1;1;34;5;1;1;1;40;2;2 600,36;2 852,93;8;BE;93
08502777;1;2;32;7;1;1;1;47;;3 521,27;;10;BE;44
08502979;1;2;51;2;1;1;1;35;;2 729,74;999 999,00;6;MN;75
08503814;1;1;23;6;1;1;1;34;;2 394,00;4 589,16;2;OQ;75
08505669;1;2;31;3;1;1;2;23;;2 474,80;;0;OQ;52
08507482;1;1;38;4;2;1;2;8;;999 999,00;1 035,97;3;OQ;28
08510983;1;1;56;3;2;1;1;36;;1 929,05;2 014,80;3;MN;44
08511606;1;2;36;1;1;1;2;26;2;1 004,69;555,43;1;HZ;32
08512439;1;1;44;4;1;2;9;47;;3 567,26;1 135,87;5;GZ;28
08512439;2;1;44;4;1;1;2;14;;1 153,73;1 345,53;10;MN;84
08512849;1;1;33;4;1;1;1;34;;2 002,59;1 097,29;2;OQ;76
08512849;2;1;33;4;1;1;2;14;;1 019,41;1 088,60;4;OQ;11
08514214;1;1;30;5;1;1;1;46;2;1 397,21;999 999,00;10;BE;75
08516171;1;2;17;5;2;1;2;27;;2 241,41;;1;GZ;11
08516931;1;1;22;3;2;3;1;45;;893,06;;2;GZ;28
08517514;1;1;41;4;1;1;1;39;;2 769,44;459,38;3;GZ;24
08517830;1;1;58;6;1;1;1;26;;4 062,74;1 949,16;6;OQ;52
08517866;1;1;55;4;1;3;1;46;;1 733,44;;5;HZ;93
08519176;1;2;31;9;1;1;1;36;;1 865,67;;1;GZ;44
08522800;1;1;43;1;1;1;1;23;;1 752,07;;7;OQ;84
08524126;1;1;22;1;1;2;1;37;;1 338,00;;0;OQ;52
08524452;1;2;61;4;1;1;1;22;;2 843,39;;2;RU;11
08524809;1;1;41;2;2;1;9;99;;2 101,85;;7;OQ;11
08525399;1;1;33;3;1;1;1;30;;2 599,34;;14;MN;32
08526972;1;1;54;6;1;1;2;28;;3 748,31;;11;OQ;53
08527236;1;2;24;4;1;1;1;24;;3 177,53;;6;GZ;24
08527472;1;1;45;3;3;8;1;38;;0,00;;-1;MN;84
08530939;1;2;42;6;1;1;1;25;;2 977,57;;9;OQ;32
08533803;1;2;48;4;1;1;9;37;;3 445,55;;9;GZ;75
08533803;2;2;48;4;1;2;2;20;;2 384,71;5 613,16;10;OQ;24
08535883;1;1;35;5;1;1;1;35;;1 913,30;636,35;11;GZ;11
08539694;1;1;22;4;1;1;1;49;1;2 697,60;5 170,32;6;GZ;84
08541844;1;2;26;9;3;8;1;60;;0,00;;-1;OQ;24
08543220;1;2;36;7;1;1;1;41;;4 020,79;;19;AZ;11
08545371;1;1;56;1;1;1;1;51;;2 311,46;;6;RU;11
08545371;2;1;56;1;1;1;2;12;;1 382,42;;0;GZ;76
08546110;1;1;46;3;1;3;1;37;;4 201,53;;0;BE;76
